00,00,00,15,15,00,00,00
00,00,15,15,15,15,00,00
00,00,15,15,15,15,00,00
00,00,00,15,15,00,00,00
00,00,00,15,15,00,00,00
00,00,00,00,00,00,00,00
00,00,00,15,15,00,00,00
00,00,00,00,00,00,00,00
00,15,15,00,15,15,00,00
00,15,15,00,15,15,00,00
00,15,15,00,15,15,00,00
00,00,00,00,00,00,00,00
00,00,00,00,00,00,00,00
00,00,00,00,00,00,00,00
00,00,00,00,00,00,00,00
00,00,00,00,00,00,00,00
07,07,07,07,07,07,07,07
07,00,07,00,00,07,00,07
07,07,07,07,07,07,07,07
07,00,07,08,08,07,00,07
07,00,07,08,08,07,00,07
07,07,07,07,07,07,07,07
07,00,07,00,00,07,00,07
07,07,07,07,07,07,07,07
00,00,10,00,10,00,00,00
00,10,10,10,10,10,00,00
10,10,00,00,00,10,10,00
00,10,10,10,00,00,00,00
00,00,00,10,10,10,00,00
10,10,00,00,00,10,10,00
00,10,10,10,10,10,00,00
00,00,10,00,10,00,00,00
00,00,00,00,00,00,00,00
15,15,00,00,00,15,15,00
15,15,00,00,15,15,00,00
00,00,00,15,15,00,00,00
00,00,15,15,00,00,00,00
00,15,15,00,00,15,15,00
15,15,00,00,00,15,15,00
00,00,00,00,00,00,00,00
00,00,15,15,15,00,00,00
00,15,15,00,15,15,00,00
00,00,15,15,15,00,00,00
00,15,15,15,00,15,15,00
15,15,00,15,15,15,00,00
15,15,00,00,15,15,00,00
00,15,15,15,00,15,15,00
00,00,00,00,00,00,00,00
00,00,15,15,00,00,00,00
00,00,15,15,00,00,00,00
00,15,15,00,00,00,00,00
00,00,00,00,00,00,00,00
00,00,00,00,00,00,00,00
00,00,00,00,00,00,00,00
00,00,00,00,00,00,00,00
00,00,00,00,00,00,00,00
00,00,00,15,15,00,00,00
00,00,15,15,00,00,00,00
00,15,15,00,00,00,00,00
00,15,15,00,00,00,00,00
00,15,15,00,00,00,00,00
00,00,15,15,00,00,00,00
00,00,00,15,15,00,00,00
00,00,00,00,00,00,00,00
00,15,15,00,00,00,00,00
00,00,15,15,00,00,00,00
00,00,00,15,15,00,00,00
00,00,00,15,15,00,00,00
00,00,00,15,15,00,00,00
00,00,15,15,00,00,00,00
00,15,15,00,00,00,00,00
00,00,00,00,00,00,00,00
00,00,00,00,00,00,00,00
00,15,15,00,00,15,15,00
00,00,15,15,15,15,00,00
15,15,15,15,15,15,15,15
00,00,15,15,15,15,00,00
00,15,15,00,00,15,15,00
00,00,00,00,00,00,00,00
00,00,00,00,00,00,00,00
00,00,00,00,00,00,00,00
00,00,00,15,15,00,00,00
00,00,00,15,15,00,00,00
00,15,15,15,15,15,15,00
00,00,00,15,15,00,00,00
00,00,00,15,15,00,00,00
00,00,00,00,00,00,00,00
00,00,00,00,00,00,00,00
00,00,00,00,00,00,00,00
00,00,00,00,00,00,00,00
00,00,00,00,00,00,00,00
00,00,00,00,00,00,00,00
00,00,00,00,00,00,00,00
00,00,00,15,15,00,00,00
00,00,00,15,15,00,00,00
00,00,15,15,00,00,00,00
04,04,04,04,04,04,04,04
07,04,06,04,06,04,06,04
07,04,06,04,06,04,06,04
06,04,06,04,06,04,06,04
06,04,06,04,06,14,14,04
07,04,06,04,06,04,06,04
07,04,06,04,06,04,06,04
04,04,04,04,04,04,04,04
00,00,00,00,00,00,00,00
00,00,00,00,00,00,00,00
00,00,00,00,00,00,00,00
00,00,00,00,00,00,00,00
00,00,00,00,00,00,00,00
00,00,00,15,15,00,00,00
00,00,00,15,15,00,00,00
00,00,00,00,00,00,00,00
00,00,00,00,00,15,15,00
00,00,00,00,15,15,00,00
00,00,00,15,15,00,00,00
00,00,15,15,00,00,00,00
00,15,15,00,00,00,00,00
15,15,00,00,00,00,00,00
15,00,00,00,00,00,00,00
00,00,00,00,00,00,00,00
00,15,15,15,15,15,00,00
15,15,00,00,15,15,15,00
15,15,00,15,15,15,15,00
15,15,15,15,00,15,15,00
15,15,15,00,00,15,15,00
15,15,00,00,00,15,15,00
00,15,15,15,15,15,00,00
00,00,00,00,00,00,00,00
00,00,15,15,00,00,00,00
00,15,15,15,00,00,00,00
00,00,15,15,00,00,00,00
00,00,15,15,00,00,00,00
00,00,15,15,00,00,00,00
00,00,15,15,00,00,00,00
15,15,15,15,15,15,00,00
00,00,00,00,00,00,00,00
00,15,15,15,15,00,00,00
15,15,00,00,15,15,00,00
00,00,00,00,15,15,00,00
00,00,15,15,15,00,00,00
00,15,15,00,00,00,00,00
15,15,00,00,15,15,00,00
15,15,15,15,15,15,00,00
00,00,00,00,00,00,00,00
00,15,15,15,15,00,00,00
15,15,00,00,15,15,00,00
00,00,00,00,15,15,00,00
00,00,15,15,15,00,00,00
00,00,00,00,15,15,00,00
15,15,00,00,15,15,00,00
00,15,15,15,15,00,00,00
00,00,00,00,00,00,00,00
00,00,00,15,15,15,00,00
00,00,15,15,15,15,00,00
00,15,15,00,15,15,00,00
15,15,00,00,15,15,00,00
15,15,15,15,15,15,15,00
00,00,00,00,15,15,00,00
00,00,00,15,15,15,15,00
00,00,00,00,00,00,00,00
15,15,15,15,15,15,00,00
15,15,00,00,00,00,00,00
15,15,15,15,15,00,00,00
00,00,00,00,15,15,00,00
00,00,00,00,15,15,00,00
15,15,00,00,15,15,00,00
00,15,15,15,15,00,00,00
00,00,00,00,00,00,00,00
00,00,15,15,15,00,00,00
00,15,15,00,00,00,00,00
15,15,00,00,00,00,00,00
15,15,15,15,15,00,00,00
15,15,00,00,15,15,00,00
15,15,00,00,15,15,00,00
00,15,15,15,15,00,00,00
00,00,00,00,00,00,00,00
15,15,15,15,15,15,00,00
15,15,00,00,15,15,00,00
00,00,00,00,15,15,00,00
00,00,00,15,15,00,00,00
00,00,15,15,00,00,00,00
00,00,15,15,00,00,00,00
00,00,15,15,00,00,00,00
00,00,00,00,00,00,00,00
00,15,15,15,15,00,00,00
15,15,00,00,15,15,00,00
15,15,00,00,15,15,00,00
00,15,15,15,15,00,00,00
15,15,00,00,15,15,00,00
15,15,00,00,15,15,00,00
00,15,15,15,15,00,00,00
00,00,00,00,00,00,00,00
00,15,15,15,15,00,00,00
15,15,00,00,15,15,00,00
15,15,00,00,15,15,00,00
00,15,15,15,15,15,00,00
00,00,00,00,15,15,00,00
00,00,00,15,15,00,00,00
00,15,15,15,00,00,00,00
00,00,00,00,00,00,00,00
00,00,00,00,00,00,00,00
00,00,00,15,15,00,00,00
00,00,00,15,15,00,00,00
00,00,00,00,00,00,00,00
00,00,00,00,00,00,00,00
00,00,00,15,15,00,00,00
00,00,00,15,15,00,00,00
00,00,00,00,00,00,00,00
00,00,00,00,00,00,00,00
00,00,00,15,15,00,00,00
00,00,00,15,15,00,00,00
00,00,00,00,00,00,00,00
00,00,00,00,00,00,00,00
00,00,00,15,15,00,00,00
00,00,00,15,15,00,00,00
00,00,15,15,00,00,00,00
00,00,00,15,15,00,00,00
00,00,15,15,00,00,00,00
00,15,15,00,00,00,00,00
15,15,00,00,00,00,00,00
00,15,15,00,00,00,00,00
00,00,15,15,00,00,00,00
00,00,00,15,15,00,00,00
00,00,00,00,00,00,00,00
00,00,00,00,00,00,00,00
00,00,00,00,00,00,00,00
00,15,15,15,15,15,15,00
00,00,00,00,00,00,00,00
00,15,15,15,15,15,15,00
00,00,00,00,00,00,00,00
00,00,00,00,00,00,00,00
00,00,00,00,00,00,00,00
00,15,15,00,00,00,00,00
00,00,15,15,00,00,00,00
00,00,00,15,15,00,00,00
00,00,00,00,15,15,00,00
00,00,00,15,15,00,00,00
00,00,15,15,00,00,00,00
00,15,15,00,00,00,00,00
00,00,00,00,00,00,00,00
00,00,15,15,15,15,00,00
00,15,15,00,00,15,15,00
00,00,00,00,15,15,00,00
00,00,00,15,15,00,00,00
00,00,00,15,15,00,00,00
00,00,00,00,00,00,00,00
00,00,00,15,15,00,00,00
00,00,00,00,00,00,00,00
00,06,06,06,06,12,00,00
06,06,12,12,12,12,12,00
06,15,15,12,15,15,12,00
06,15,10,07,15,10,12,00
06,12,07,07,07,07,00,00
12,05,05,05,05,05,05,07
07,06,06,14,14,06,00,00
00,08,08,00,00,08,08,00
00,00,15,15,00,00,00,00
00,15,11,11,11,00,00,00
15,11,00,00,15,11,00,00
15,11,00,00,15,11,00,00
15,11,15,15,11,11,00,00
15,11,00,00,15,11,00,00
15,11,00,00,15,11,00,00
00,00,00,00,00,00,00,00
15,15,15,15,15,15,00,00
00,15,15,00,00,15,15,00
00,15,15,00,00,15,15,00
00,15,15,15,15,15,00,00
00,15,15,00,00,15,15,00
00,15,15,00,00,15,15,00
15,15,15,15,15,15,00,00
00,00,00,00,00,00,00,00
00,00,15,15,15,15,00,00
00,15,15,00,00,15,15,00
15,15,00,00,00,00,00,00
15,15,00,00,00,00,00,00
15,15,00,00,00,00,00,00
00,15,15,00,00,15,15,00
00,00,15,15,15,15,00,00
00,00,00,00,00,00,00,00
15,15,15,15,11,00,00,00
00,15,11,00,15,11,00,00
00,15,11,00,00,15,11,00
00,15,11,00,00,15,11,00
00,15,11,00,00,15,11,00
00,15,11,00,15,11,00,00
15,11,11,15,11,00,00,00
00,00,00,00,00,00,00,00
15,15,15,15,15,15,11,00
00,15,11,00,00,00,15,00
00,15,11,00,15,00,00,00
00,15,15,15,11,00,00,00
00,15,11,00,15,00,00,00
00,15,11,00,00,00,15,00
15,11,11,15,15,15,11,00
00,00,00,00,00,00,00,00
15,15,15,15,15,15,15,00
00,15,15,00,00,00,15,00
00,15,15,00,15,00,00,00
00,15,15,15,15,00,00,00
00,15,15,00,15,00,00,00
00,15,15,00,00,00,00,00
15,15,15,15,00,00,00,00
00,00,00,00,00,00,00,00
00,00,15,15,15,15,00,00
00,15,15,00,00,15,15,00
15,15,00,00,00,00,00,00
15,15,00,00,00,00,00,00
